author_id,created_at,text
GoDaddyHelp,15_05_2022_18_32,@116069 I'm sorry you feel that way. It was a mistake that it wasn't setup automatically. A lot of people count on it. We emailed to 1/2
CenturyLinkHelp,15_05_2022_18_32,"@116071 I apologize for the poor experience you've had with us. If there is anything that I can help you with, please DM me. -Lexie"
116071,15_05_2022_18_32,@116072 really knows how to celebrate Halloween. I have basically no internet 😠 #centurylinksucks
CenturyLinkHelp,15_05_2022_18_32,"@116071 Please let us know if you have any questions, just DM us your account number and any questions you may have. -Lexie"
116071,15_05_2022_18_32,I'm trying to run a speed test but all it says is Network Communication Error after briefly showing 0.02 Mbps #centurylink #centurylinksucks
CenturyLinkHelp,15_05_2022_18_32,"@116073 I apologize for the poor experience you've had with us. If there is anything that I can help you with, please DM me. -Lexie"
116073,15_05_2022_18_32,@CenturyLinkHelp Change your hold music from being a 2 min loop for the love of god.
116073,15_05_2022_18_32,@CenturyLinkHelp And give your call center people a raise for having to deal w/the nonsense created by your robot system that randomly cancels installations.
116073,15_05_2022_18_32,".@116072 I heard you guys were bad; after an install no-show &amp; 25+ min of being on hold, I'm thinking the rumors were true."
CenturyLinkHelp,15_05_2022_18_32,"@116074 Hello Venessa, I would be more than happy to assist you. Please send me a DM. -Katie"
116074,15_05_2022_18_32,@116072 You are the worst! I have to wait three days to get my internet fixed...
AskPapaJohns,15_05_2022_18_32,@116075 Hi there! This would be a question for your local store. Thanks for your time! 😊
116075,15_05_2022_18_32,Aye @116076 why y’all don’t deliver to Xavier University of Louisiana??? What’s beef??
AskPapaJohns,15_05_2022_18_32,@116077 We hate to hear this. Can you DM us what happened?
116077,15_05_2022_18_32,@AskPapaJohns I sure can!
AskPapaJohns,15_05_2022_18_32,@116077 Thanks!
116077,15_05_2022_18_32,I get that it’s Halloween but this dude at the Canonsburg @116076 is flipping out. Literally screaming. He said he’s the general manager😳
AskPapaJohns,15_05_2022_18_32,@116078 We're so sorry your order is running late! Please DM us your contact info and store address. Thanks!
116078,15_05_2022_18_32,@116076 ordered pizza for a 515 delivery.  Still waiting on it.  Having a halloween party.
UPSHelp,15_05_2022_18_32,@116079 Please DM us your tracking and contact number via the link so we can look into this for you. ^CH https://t.co/wKJHDXWGRQ
116079,15_05_2022_18_32,"Hey @81 you just gained a customer @115817 lost my package I paid for overnight first am delivery, they ""lost"" it hope you can do better"
UPSHelp,15_05_2022_18_32,@116080 Is there something that we can assist you with? DM our team ^WS https://t.co/wKJHDXWGRQ
116080,15_05_2022_18_32,"@UPSHelp Nope, I’ve got my package thanks"
116080,15_05_2022_18_32,Saved my fucking time by just checking my mailbox because sure enough I got the UPS letter saying my package was in oh my gOD
116080,15_05_2022_18_32,"I legitimately spent an hour trying to deal with USPS cause I had 1 question and they just hung up on me or wasn’t any help, I could have"
AmazonHelp,15_05_2022_18_32,@116081 Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ
116081,15_05_2022_18_32,@AmazonHelp but I can’t find the options to cancel or re-order?
AmazonHelp,15_05_2022_18_32,@116081 I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN ^AG
116081,15_05_2022_18_32,@AmazonHelp Thanks for quick response. Pic attached. https://t.co/yNhYE638YS
116081,15_05_2022_18_32,@115821 my order hasn’t arrived (it was due 14th October). Can you help?
AmazonHelp,15_05_2022_18_32,@116082 Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there. ^SK
116082,15_05_2022_18_32,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?
AmazonHelp,15_05_2022_18_32,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ
116082,15_05_2022_18_32,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?
AmazonHelp,15_05_2022_18_32,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so:  https://t.co/hApLpMlfHN ^CH
116082,15_05_2022_18_32,@AmazonHelp They sent me the email I sent you guys that said I wasn't gonna be charged. He must have been able to look up my account a different way.
116082,15_05_2022_18_32,@AmazonHelp I tried my phone number but I didnt have a mobile account. I went through this for 2 hours on the phone with someone.
116082,15_05_2022_18_32,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA
AmazonHelp,15_05_2022_18_32,@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH
116083,15_05_2022_18_32,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months."
AmazonHelp,15_05_2022_18_32,@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP
116083,15_05_2022_18_32,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠"
AmazonHelp,15_05_2022_18_32,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL
116084,15_05_2022_18_32,@AmazonHelp where can I chat with a support member for a false charge
AmazonHelp,15_05_2022_18_32,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO
116085,15_05_2022_18_32,"@AmazonHelp So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂"
116085,15_05_2022_18_32,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?
AmazonHelp,15_05_2022_18_32,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG
116086,15_05_2022_18_32,Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!
AmazonHelp,15_05_2022_18_32,@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM
116087,15_05_2022_18_32,"@AmazonHelp My package just got here. All good, thank you!"
AmazonHelp,15_05_2022_18_32,"@116087 Thank you for keeping us posted, Rachael! ^BA"
116087,15_05_2022_18_32,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away."
AmazonHelp,15_05_2022_18_32,"@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA"
116088,15_05_2022_18_32,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(
AmazonHelp,15_05_2022_18_32,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB"
116088,15_05_2022_18_32,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..
AmazonHelp,15_05_2022_18_32,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB
116088,15_05_2022_18_32,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help
AmazonHelp,15_05_2022_18_32,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE
116088,15_05_2022_18_32,@AmazonHelp But your website is offering pre order content.... so it’s just a lie?
116088,15_05_2022_18_32,@AmazonHelp It’s literally in the description of the item... “Players who pre-order Star Wars Battlefront...”
116088,15_05_2022_18_32,@AmazonHelp @116089 is this real? They’re offering preorder bonuses but don’t actually give them out?
116088,15_05_2022_18_32,@AmazonHelp So to get this straight. I get nothing at all for preordering?
116088,15_05_2022_18_32,@AmazonHelp I’ve cancelled my order and gone to Best Buy. Thank you.
116088,15_05_2022_18_32,"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed."
116088,15_05_2022_18_32,@116090 I signed up for Prime so I could preorder Battlefront II and get all the bonuses and now cust service is saying I won’t get bonus
AmazonHelp,15_05_2022_18_32,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH
116091,15_05_2022_18_32,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted."
AmazonHelp,15_05_2022_18_32,"@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL"
116091,15_05_2022_18_32,@AmazonHelp Already have and the assistance I received was absolutely useless and rude.
116091,15_05_2022_18_32,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp
AmazonHelp,15_05_2022_18_32,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL"
116092,15_05_2022_18_32,@AmazonHelp I have. No luck.
AmazonHelp,15_05_2022_18_32,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP
116092,15_05_2022_18_32,@115821 please spend time &amp; money to fix your app. Constant issues with it.
AmazonHelp,15_05_2022_18_32,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ"
116093,15_05_2022_18_32,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.
AmazonHelp,15_05_2022_18_32,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ
116093,15_05_2022_18_32,My Kindle not working properly is breaking my heart! 😩💔
AmazonHelp,15_05_2022_18_32,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT"
116094,15_05_2022_18_32,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC
AmazonHelp,15_05_2022_18_32,@116094 I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: https://t.co/KctVgMFvbp (1/2)
AmazonHelp,15_05_2022_18_32,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ
116095,15_05_2022_18_32,@AmazonHelp Yep. I’m going to take it to the MegaAlexa at Whole Foods.
116095,15_05_2022_18_32,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg
116096,15_05_2022_18_32,"This is the Japanese vampire book I blurbed. Different, touching, and perfectly constructed. https://t.co/lZAfyKtMpe"
AppleSupport,15_05_2022_18_32,@116097 We'd like to look into this with you. Please DM us your current iOS version and your iPhone model. https://t.co/GDrqU22YpT
116097,15_05_2022_18_32,"Why does my I️ not work ?! 
@115858 please fix this!!!"
AppleSupport,15_05_2022_18_32,@116098 Let's dig into this further with you. DM us and we'll continue there.
116098,15_05_2022_18_32,@AppleSupport I️ just updated it and it’s still coming up https://t.co/22RZsQyTbh
AppleSupport,15_05_2022_18_32,"@116098 We definitely understand your concern. Please backup your iPhone, update and let us know the result: https://t.co/ahjigcvFRG"
116098,15_05_2022_18_32,Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ @115858 @AppleSupport #anybody https://t.co/urzAfSZL5z
AppleSupport,15_05_2022_18_32,@116099 We're here to help. Which exact iOS version is your device running? This info can be found under Settings &gt; General &gt; About.
116099,15_05_2022_18_32,iOS 11 is killing my battery @115858. Fix it.
AppleSupport,15_05_2022_18_32,@116100 This article should help with that: https://t.co/usOJWy6ChP
116100,15_05_2022_18_32,"@AppleSupport Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit"
AppleSupport,15_05_2022_18_32,@116100 Try contacting our iTunes Store team here for more help: https://t.co/SDIe7UiyJN
116100,15_05_2022_18_32,"@AppleSupport Awesome, thanks"
116100,15_05_2022_18_32,"@AppleSupport Hello, I need some help regarding the region change on my Apple ID"
AppleSupport,15_05_2022_18_32,@116101 Thanks for clarifying. Let's meet in DM so we can do more in-depth on this. https://t.co/GDrqU22YpT
116101,15_05_2022_18_32,"@AppleSupport it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone"
AppleSupport,15_05_2022_18_32,@116101 We're happy to help. Has Home Sharing worked with these devices before?
116101,15_05_2022_18_32,@AppleSupport why is my home sharing not working and how do i fix it
AppleSupport,15_05_2022_18_32,@116102 Which model do you have and is iOS 11.1 installed on it? Any steps tried so far?
116102,15_05_2022_18_32,"@AppleSupport iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x"
AppleSupport,15_05_2022_18_32,"@116102 To make sure, is iOS 11.1 showing here: Settings &gt; General &gt; About &gt; Version? Please DM us the answer here: https://t.co/GDrqU22YpT"
116103,15_05_2022_18_32,@AppleSupport @116102 Battery life just got worst.
AppleSupport,15_05_2022_18_32,"@116103 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT"
116102,15_05_2022_18_32,@AppleSupport Sent twice. Don’t know if the first one went through but no reply either way.
116102,15_05_2022_18_32,"@AppleSupport I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply."
AppleSupport,15_05_2022_18_32,@116102 We want you to be able to make calls on the iPhone. What exactly is going on with the Phone app?
116102,15_05_2022_18_32,@115858 my PHONE app doesn’t work. Thank you for updating my #iPhone to an #ipod
AppleSupport,15_05_2022_18_32,@116104 Let us look into that. What device and OS version are you using?
116104,15_05_2022_18_32,@AppleSupport why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?
AppleSupport,15_05_2022_18_32,@116105  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT
116105,15_05_2022_18_32,@115858 if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ... #iHelp
AppleSupport,15_05_2022_18_32,@116106 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
116106,15_05_2022_18_32,@AppleSupport epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?
AppleSupport,15_05_2022_18_32,@116107 Glad to hear and just reach out again if you need help. Have a good one!
116107,15_05_2022_18_32,@AppleSupport Worked 👌🏽
AppleSupport,15_05_2022_18_32,@116107 Please keep us posted afterwards.
116107,15_05_2022_18_32,@AppleSupport No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that
AppleSupport,15_05_2022_18_32,@116107 Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?
116107,15_05_2022_18_32,why won’t my apps fuccin download or update @AppleSupport
Uber_Support,15_05_2022_18_32,@116108 Here to help! Send us a note via https://t.co/xMxswVLBKT so our team can connect.
116108,15_05_2022_18_32,@Uber_Support I did. No response.
Uber_Support,15_05_2022_18_32,@116108 We're here to help! Send us a DM with your email address so we can follow up.
116108,15_05_2022_18_32,@115873 wtf is this.. every time I try to use the app it gives me this crap https://t.co/sp7kMe0ogA
Uber_Support,15_05_2022_18_32,@116109 We have followed up via DM.
116109,15_05_2022_18_32,@115877 your app and website still don’t work
Uber_Support,15_05_2022_18_32,@116110 Here to help! Send us a note via https://t.co/1xM0TILvAI so our team can assist.
116110,15_05_2022_18_32,@Uber_Support Thanks! I appreciate it. Not sure what happened.
116110,15_05_2022_18_32,@115873 hi just for a ride and it seemed to think I wanted to go to my original location. I canceled trip but want to see about being credited
Uber_Support,15_05_2022_18_32,@116111 Here to help! Send us a note via https://t.co/zJ6aIZinzb so our team can connect.
116111,15_05_2022_18_32,"@Uber_Support I already dm y'all about 30 mins ago, check it out it is long and detailed."
Uber_Support,15_05_2022_18_32,@116111 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!
116111,15_05_2022_18_32,@Uber_Support  https://t.co/Fc42zHkmDA
116111,15_05_2022_18_32,Bruh can someone at @115873 @Uber_Support get back to me on my Dms 😒😒😒😒
Uber_Support,15_05_2022_18_32,@116112 We're sorry to hear this was your experience. Send us a note via https://t.co/K05RdmK3t4 so we can assist.
116112,15_05_2022_18_32,.@Uber_Support My driver broke down. Any tips on getting a refund?
Uber_Support,15_05_2022_18_32,@116113 Please DM us with your account email address and phone number so we can look into this. https://t.co/sd7yH5jmbJ
116113,15_05_2022_18_32,@Uber_Support i do not see we're the trid if is listed on the app.. i sent in a few message
Uber_Support,15_05_2022_18_32,@116113 Sorry to hear this was your experience! Please send us a note at https://t.co/K05RdmK3t4 so we can connect right away.
116113,15_05_2022_18_32,@115873 worst most unprofessional driver ever !! asked for extra fee when he showed up ! yelling at me cause uber don't pay for his 30k car??? https://t.co/i5qOULRSnc
Tesco,15_05_2022_18_32,"@116114 Hi there, I've replied to your DM about this. Apologies - Josh"
116114,15_05_2022_18_32,@Tesco are complaints taken seriously? Do you take customer complaints seriously or just pay it lip service???
Tesco,15_05_2022_18_32,"@116115 Hi James, would you be able to let me know how many bottles of lemonade were in stock at the time you were there? Thanks - Callum"
116115,15_05_2022_18_32,@116116 @Tesco  https://t.co/OOFePDl9eC
116116,15_05_2022_18_32,@116115 @Tesco 😂😂🙄
116115,15_05_2022_18_32,Ay @Tesco what’s your policy on bottles of lemonade? 6 bottle max is a bit of a joke am thirsty
Tesco,15_05_2022_18_32,@116117 Finally could you please send me the bottom most row of digits from your receipt. - Nick 3/3
116117,15_05_2022_18_32,"@Tesco Honestly, I don’t care that much. You should just know that all 6 sausages ended up in the bin"
Tesco,15_05_2022_18_32,"@116117 Hi Rhys, thanks for letting us know. I've log this feed back anonymously. Thanks, James."
116117,15_05_2022_18_32,"@Tesco thought you’d like to know: these sausages I purchased from you taste awful. Ruined my sausage and mash dinner, I just had mash! https://t.co/xBRP0FxHks"
Tesco,15_05_2022_18_32,"@116117 Hi Rhys, I'm really sorry you've not had a stellar time with our Mor range, I'd like to get an internal log of this 1/3"
Tesco,15_05_2022_18_32,"@116118 The most appropriate action to take, is to ensure this is addressed with the colleague concerned. TY - Chris 2/2"
116118,15_05_2022_18_32,@Tesco You've lost me as a customer
Tesco,15_05_2022_18_32,"@116118 I am sorry to hear that Polly, however we would not offer a gesture for complaints of this nature. TY - Chris"
116118,15_05_2022_18_32,"@Tesco I am a regular customer and spend at least £50 a week with you, so pretty poor apology. Feel like shopping somewhere else"
Tesco,15_05_2022_18_32,"@116118 Are you able to send us your name, address &amp; email by DM please &amp; we will get back to you shortly - Mike 2/2"
116118,15_05_2022_18_32,@Tesco id tell Paul to wash his mouth out with soap. cheers
116118,15_05_2022_18_32,hi @Tesco an answerphone message from your delivery driver ended with him saying 'fuck you' (he obviously thought he'd put the phone down)
Tesco,15_05_2022_18_32,"@116118 Hi Polly, thank you for getting back to us, I have to be honest, giving a gesture is not going to resolve the issues. 1/2"
Delta,15_05_2022_18_32,@116119 Thank you. Please reach out to the Flight Attendants for assistance.  *TMT
116119,15_05_2022_18_32,@Delta I'm On Flight DL4047 to CLE. There is a man in 3A who is moaning in pain and sweating. He's not well.
Delta,15_05_2022_18_32,@116120 Oh! Thanks for noticing! 😃 *TMT
116120,15_05_2022_18_32,Dear cute flight attendant @delta. I’m board...just sayin’
Delta,15_05_2022_18_32,@116121 Great! Please let us know if we can assist.  *HRO
116121,15_05_2022_18_32,@Delta Yes. And isn’t diverted?!
Delta,15_05_2022_18_32,@116121 I am showing DL 1262 is from LAS JFK?  *HRO
116121,15_05_2022_18_32,@Delta hi. Any news why DL1262 diverted to AUS and DL1738 to SMF? Thanks
Delta,15_05_2022_18_32,@116121 Oh ok.  Thanks for checking with us and we are here for you.  *HRO
Delta,15_05_2022_18_32,@116122 Please follow this link for your request. Thank you.  https://t.co/an5C61CZZt *TMT
116122,15_05_2022_18_32,@Delta I sent you guys a DM about a story! Thanks in advance for any help you can provide. 🎃
Delta,15_05_2022_18_32,"@116123 Hey there, unfortunately, we are not able to assist with this request.  *TLT"
116123,15_05_2022_18_32,@Delta Bummer! I promised them some info and in my hurry to get to my next flight forgot to leave my business card 😩
Delta,15_05_2022_18_32,@116123 So sorry to disappoint. :-( *TAC
116123,15_05_2022_18_32,"@Delta I was on flight 2222 LAX to ATL at 645am I'm trying to forward a message to one of the FAs, are you able to assist?"
Delta,15_05_2022_18_32,"@116124 Enjoy, have a great week. 😊 *TBT"
116124,15_05_2022_18_32,"@Delta I love the sky lounge access. Thank you. Imagine if they had a ""dark or more dim room"" to relax. That's next level!!"
Delta,15_05_2022_18_32,@116121 Oh no! One moment as I take a look.  *HRO
116121,15_05_2022_18_32,@Delta but it now looks like a mistake in @116125 and isn’t DL‘s fault
Delta,15_05_2022_18_32,"@77483 Hi, Jenna. I apologize for your seating issue. Pls DM your conf # if I may assist, *AAB"
77483,15_05_2022_18_32,@Delta Flights are what they are already. Just frustrated. I got this Amex but no real perks. Wondering when the perks actually happen.
Delta,15_05_2022_18_32,"@77483 We appreciate your feedback, Jenna and thank you for sharing your concerns.  *ABN"
77483,15_05_2022_18_32,@Delta Can I get the 35$ refunded for the seat cost I never got?
Delta,15_05_2022_18_32,@77483 Please use the link to provide your confirmation #. *ABN https://t.co/6iDGBJAc2m
77483,15_05_2022_18_32,@Delta just don’t know what I gotta do to not be treated like crap. Apparently spending thousands on your Amex isn’t cutting it.
Delta,15_05_2022_18_32,@116126 I’d be delighted to assist. Please follow and DM your confirmation number.  *AFC https://t.co/6iDGBJAc2m
116126,15_05_2022_18_32,@Delta booked a code share Korean Air flight on https://t.co/xFTVohudJC; where can I find my confirmation # or ticket # for the KE portion?
Uber_Support,15_05_2022_18_32,@116127 Here to help! Please DM (direct message) us your email address so we can follow up. Thanks!
116127,15_05_2022_18_32,@Uber_Support pls check dm
116127,15_05_2022_18_32,@Uber_Support I have submitted complain against over charging but still not response from uber support!!!!
SpotifyCares,15_05_2022_18_32,"@116128 Got it! Could you try streaming one of our 15 Stranger Things playlists, then switch to the Now Playing screen? /KB"
116128,15_05_2022_18_32,@SpotifyCares I tried it on web browser and it worked! 😊
116128,15_05_2022_18_32,"@SpotifyCares Desktop app still not working, but I got to see the cool thing (Easter egg) so I’m ecstatic! 😊😊"
SpotifyCares,15_05_2022_18_32,"@116128 Hmm, let's see. Could you confirm the exact Spotify version of your desktop app? /KB"
116128,15_05_2022_18_32,@SpotifyCares 1.0.65.320.gac7a8e02
SpotifyCares,15_05_2022_18_32,"@116128 Thanks! It's not ideal, but a clean reinstall of the app should help out: https://t.co/EqisDMwZAT. Let us know how it plays out /KB"
116128,15_05_2022_18_32,"@SpotifyCares using a MacBook Pro with OS X El Capitan and the latest Spotify update, and an iPhone 6S with the latest software/Spotify updates!"
SpotifyCares,15_05_2022_18_32,@116128 Hey Jacklynn! The cavalry's here. Could you tell us the device/OS you're using? We'll see what we can suggest /KB
116128,15_05_2022_18_32,Why are my devices not doing the cool thing when I play the #StrangerThings albums on @115888? 😭
SpotifyCares,15_05_2022_18_32,@116129 Hi Liam! Could you let us know the tracks/albums you're looking for? We'll take a look /RH
116129,15_05_2022_18_32,"@SpotifyCares Made In Germany, Du Bist Gut, Cover Me and 20 Jahre (this one mostly). Because these are missing, a few compilations have greyed out tracks"
SpotifyCares,15_05_2022_18_32,"@116129 2: Spotify content here: https://t.co/0i8GpimuDa. If you have anything else in mind, we're just a tweet away /RH"
SpotifyCares,15_05_2022_18_32,"@116129 1: Thanks! Looks like those albums are currently unavailable. Fingers crossed we'll be able to have them soon, but there's info about..."
116129,15_05_2022_18_32,"@116130 why are Nena's releases between 2002 and 2012 all missing, yet everything else from 1982 - 2017 is there? #sadness #emptyplaylist"
British_Airways,15_05_2022_18_32,"@116131 accept our apologies. We need to be fair to everyone who has unfortunately, also been disrupted 2/2. ^Oliver"
116131,15_05_2022_18_32,"@British_Airways cancels #BA228  D. C. - LHR on 3 Nov, but refuses to give a free upgrade for inconvenience caused. Sad. #LuxuryTravel"
British_Airways,15_05_2022_18_32,@116132 ask if you wish for any help or questions. We're here 24/7 and will respond as quickly as we can 2/2. ^Oliver
116132,15_05_2022_18_32,"Find this terrifying. Hard to use self check out kiosks, grateful @British_Airways &amp; @116133 let me go human recently. https://t.co/q4QBp7fvk2"
British_Airways,15_05_2022_18_32,"@116134 Hi Stephen, follow and DM us more info along with your mum's contact details. ^Helen"
116134,15_05_2022_18_32,"@British_Airways She's been trying to do that, that's the point! You should be contacting her as she can't get through to you via phone or email"
British_Airways,15_05_2022_18_32,@116134 Is your mother able to contact us directly? ^Davina 2/2
116134,15_05_2022_18_32,@British_Airways Can you please contact __email__ and can give you further details please
British_Airways,15_05_2022_18_32,@116134 We're disappointed to hear this Stephen. Is there something you would like our assistance with? ^Kit
116134,15_05_2022_18_32,@British_Airways call centre has the  worst customer serivce ever. keep you on hold for endless hours without an apology. Mum is not happy!
comcastcares,15_05_2022_18_32,"@116135 Hello, I'm sorry to see that you fee this way and I'm happy to help! Can you please DM the full address? ~AT"
116135,15_05_2022_18_32,Obvious PSA: @116136 is evil. Thanks for tuning in!
comcastcares,15_05_2022_18_32,"@116137 Hello, I will be happy to help you. Please DM so we can further assist you, thank you. -DP"
116137,15_05_2022_18_32,@comcastcares Neither SD or HD for NBC or ABC can be seen. An error message says 03059. Rebooting didn’t help.
comcastcares,15_05_2022_18_32,"@116137 My apologies about that, please send us a Direct Message  so we can look into that for you. -DP"
116137,15_05_2022_18_32,Is this a trick? No NBC WPTV or ABC WPBF in PSL @115900 this afternoon! Why these 2 channels?
comcastcares,15_05_2022_18_32,"@116138 Hello, let me look into that for you. Please DM your account information so we can research this further, thank you. -DP"
116138,15_05_2022_18_32,@116136 like lucky i’m home but what the fuck
116138,15_05_2022_18_32,"love that @116136 sent people to bury the new cable line....on halloween.....in the middle of trick or treat times, with no notification"
comcastcares,15_05_2022_18_32,"@116139 Hello, thanks for reaching out about your new service concerns and I'm happy to help. Can you please DM the full address? ~AT"
116139,15_05_2022_18_32,"@ComcastCares
 I just opened an account with xfinity and needed the modem. Will it be shipped to my house or do I have to pick it up?"
comcastcares,15_05_2022_18_32,"@116140 I promise we don't you to feel that way. Please, DM me the information requested above so I can help you with this.-JC"
116140,15_05_2022_18_32,"@comcastcares I've called 5 times, no resolution, bill for a house i don't live in still remains, and you all give me the run around to cancel my account"
comcastcares,15_05_2022_18_32,@116140 Hello there! I would like to take a look into your billing issues for you! Can you please send a DM with your fir... https://t.co/mx7zIru1QO
116140,15_05_2022_18_32,@115900 It's interesting how with every natural disaster you try to find a way to screw over those who are already the worst off
116140,15_05_2022_18_32,"@115900 My house was destroyed by Hurricane Irma, I've called you THREE times to place temporary hold, and you STILL send me a bill"
comcastcares,15_05_2022_18_32,@116141 and the phone number associated with your account so I can look into this issue further. Thanks! -KW
116141,15_05_2022_18_32,@comcastcares PAY ATTENTION TO ME
116141,15_05_2022_18_32,@comcastcares what's going on man where's my internet
comcastcares,15_05_2022_18_32,"@116141 Hi, I'll be happy to check on the status of your internet services. Please send a DM with your full name, address,"
AmericanAir,15_05_2022_18_32,@116142 We never want your experience to be anything less than perfect. We're sorry the Wi-Fi was slower than expected.
116142,15_05_2022_18_32,@AmericanAir's wifi makes Amtrak's wifi look pro. At least theirs is free.  @5804 has decent wifi @ reasonable prices. Why not AA?
AmericanAir,15_05_2022_18_32,"@116143 Thanks for the shout-out and for stopping by, Marc! We'll pass this on to our SFO Admirals Club managers."
116143,15_05_2022_18_32,"Wonderful club! @americanair (@ American Airlines Admirals Club in San Francisco, CA) https://t.co/GWFwuGVgNA"
AmericanAir,15_05_2022_18_32,@116144 We're sorry for any difficulties that you've experienced. Please contact our Web Technical Support folks at 800-222-2377.
116144,15_05_2022_18_32,"@AmericanAir already did...changed browsers, did all my techie tricks and still can't make a reservation after 1 hour!!"
AmericanAir,15_05_2022_18_32,@116144 They'll be more than happy to walk you through it and help with the booking process.
116144,15_05_2022_18_32,@AmericanAir been on phone and hold for past 45 mins. looking bleak
